file	timestamp	NGPSLatitude	NGPSLongitude	NGear	nEngine	rThrottlePedal	pBrakeF	gLat	gLong	sLap	vCar	Lap	lat/lng
1306670579	14:02:50	43.73438	7.42144	1	13449	8	10	0	0	3046	0	1	43.73438,7.42144
1306670581	14:02:54	43.73473	7.42135	1	15156	81	1	0	1	1	95.1	1	43.73473,7.42135
1306670583	14:02:56	43.73536	7.4212	3	14953	37	5	0	0	73	175.6	1	43.73536,7.4212
1306670587	14:03:00	43.73681	7.42149	1	9576	0	13	1	0	228	67.5	1	43.73681,7.42149
1306670589	14:03:02	43.73701	7.42179	1	16341	63	1	0	1	262	75.9	1	43.73701,7.42179
1306670591	14:03:04	43.73707	7.42211	3	16610	100	1	0	1	322	153.1	1	43.73707,7.42211
1306670593	14:03:06	43.73737	7.4239	5	17025	100	1	0	1	440	211.8	1	43.73737,7.4239
1306670595	14:03:08	43.73728	7.42552	6	16034	100	2	1	0	557	228	1	43.73728,7.42552
1306670597	14:03:10	43.73774	7.42693	4	14306	4	14	-1	-1	685	169.3	1	43.73774,7.42693
1306670599	14:03:12	43.73828	7.42782	3	11720	3	10	-2	0	758	126.9	1	43.73828,7.42782
1306670601	14:03:14	43.7388	7.42808	3	10888	12	2	-1	0	819	112.1	1	43.7388,7.42808
1306670603	14:03:16	0	0	2	12483	8	6	1	0	879	107.9	1	0,0
1306670605	14:03:18	0	0	2	14612	58	1	1	1	945	106.8	1	0,0
1306670607	14:03:20	43.74029	7.42788	3	16567	17	22	0	-1	1021	172.1	1	43.74029,7.42788
1306670609	14:03:22	43.74087	7.42847	2	13504	0	22	0	-1	1096	103.6	1	43.74087,7.42847
1306670611	14:03:24	43.74115	7.42888	1	9912	0	2	2	-1	1146	69.4	1	43.74115,7.42888
1306670613	14:03:26	43.74115	7.42908	1	15834	78	1	-1	1	1188	91.7	1	43.74115,7.42908
1306670615	14:03:28	0	0	1	9740	0	24	0	-1	1238	75.9	1	0,0
1306670617	14:03:30	43.74016	7.42967	1	6019	0	3	-1	-1	1266	47.6	1	43.74016,7.42967
1306670619	14:03:32	43.74042	7.42968	1	10843	24	1	-1	1	1291	55.3	1	43.74042,7.42968
1306670621	14:03:34	43.7407	7.42932	1	10730	0	10	1	0	1339	75.7	1	43.7407,7.42932
1306670623	14:03:36	43.74101	7.42946	1	16012	59	1	0	1	1377	78.5	1	43.74101,7.42946
1306670625	14:03:38	43.7411	7.43003	1	10958	0	4	2	0	1424	77.6	1	43.7411,7.43003
1306670627	14:03:40	43.74083	7.43068	1	17862	80	1	0	1	1473	88.9	1	43.74083,7.43068
1306670629	14:03:42	43.74049	7.43075	3	15714	100	1	1	1	1547	166.1	1	43.74049,7.43075
1306670631	14:03:44	43.7405	7.43071	6	16109	100	1	2	0	1657	227.9	1	43.7405,7.43071
1306670633	14:03:46	0	0	6	17278	100	1	1	0	1806	242.3	1	0,0
1306670635	14:03:48	0	0	7	15431	2	50	1	-2	1943	264.6	1	0,0
1306670637	14:03:50	0	0	2	14808	0	32	0	-2	2048	153.4	1	0,0
1306670639	14:03:52	43.73676	7.42557	1	10382	0	4	-1	0	2100	72	1	43.73676,7.42557
1306670641	14:03:54	43.73662	7.42527	1	13167	59	1	0	1	2126	60.3	1	43.73662,7.42527
1306670643	14:03:56	43.73704	7.42435	3	16299	100	1	0	1	2199	145.4	1	43.73704,7.42435
1306670645	14:03:58	43.7369	7.423	4	14160	0	39	0	-1	2299	208.4	1	43.7369,7.423
1306670647	14:04:00	43.73667	7.42209	3	13502	39	1	-2	0	2382	135.5	1	43.73667,7.42209
1306670649	14:04:02	43.73591	7.42168	4	14856	20	6	-2	0	2481	183.9	1	43.73591,7.42168
1306670651	14:04:04	43.73512	7.42211	4	15257	67	1	2	0	2573	179.7	1	43.73512,7.42211
1306670653	14:04:06	43.73431	7.42242	2	12602	0	22	1	-1	2675	124	1	43.73431,7.42242
1306670655	14:04:08	43.73388	7.42224	1	12633	18	1	-2	0	2723	83.3	1	43.73388,7.42224
1306670657	14:04:10	43.73337	7.42237	2	15176	100	1	-1	1	2778	133.1	1	43.73337,7.42237
1306670659	14:04:12	43.73285	7.42301	2	15955	0	25	-1	-1	2857	125.5	1	43.73285,7.42301
1306670661	14:04:14	43.73259	7.42351	1	9271	0	4	2	-1	2910	67.8	1	43.73259,7.42351
1306670663	14:04:16	43.73241	7.42329	1	16328	79	1	0	1	2945	79.7	1	43.73241,7.42329
1306670665	14:04:18	43.73236	7.42261	1	11649	0	1	2	0	2993	79	1	43.73236,7.42261
1306670667	14:04:20	43.73276	7.42229	2	17928	100	1	-1	1	3042	120	1	43.73276,7.42229
1306670671	14:04:24	43.73439	7.42128	6	17198	100	1	1	1	3249	243.2	1	43.73439,7.42128
1306670673	14:04:26	43.73478	7.42114	7	14343	0	44	0	-2	132	246.9	2	43.73478,7.42114
1306670677	14:04:30	43.73707	7.42198	2	17253	100	1	0	1	284	117.5	2	43.73707,7.42198
1306670679	14:04:32	43.73715	7.4231	3	17564	100	1	0	1	372	191.9	2	43.73715,7.4231
1306670681	14:04:34	43.73736	7.42463	6	16771	100	1	-1	0	489	235.7	2	43.73736,7.42463
1306670683	14:04:36	43.73753	7.42636	6	15902	2	36	0	-2	647	258.6	2	43.73753,7.42636
1306670685	14:04:38	43.73785	7.42746	3	14042	0	14	-2	-1	731	164.8	2	43.73785,7.42746
1306670687	14:04:40	43.73866	7.42786	3	13490	51	1	-2	0	819	129.6	2	43.73866,7.42786
1306670689	14:04:42	43.73928	7.42737	2	14103	0	3	2	0	891	126.5	2	43.73928,7.42737
1306670691	14:04:44	43.73933	7.42733	2	15772	88	1	1	1	968	129.3	2	43.73933,7.42733
1306670693	14:04:46	0	0	4	13877	1	40	0	-2	1060	193.9	2	0,0
1306670695	14:04:48	0	0	1	13914	0	23	1	-1	1115	96.1	2	0,0
1306670697	14:04:50	43.7411	7.42905	1	13731	47	1	1	1	1165	70.1	2	43.7411,7.42905
1306670699	14:04:52	0	0	2	15443	0	30	0	-1	1219	125.1	2	0,0
1306670701	14:04:54	43.74028	7.42965	1	6617	0	3	-1	-1	1267	51.9	2	43.74028,7.42965
1306670703	14:04:56	43.74046	7.42967	1	11499	53	1	-1	1	1292	53.8	2	43.74046,7.42967
1306670705	14:04:58	43.74068	7.42933	1	11674	0	5	2	0	1335	83.4	2	43.74068,7.42933
1306670707	14:05:00	43.74097	7.42959	1	16898	90	1	1	1	1377	90.6	2	43.74097,7.42959
1306670709	14:05:02	43.74107	7.43033	1	14137	3	1	2	0	1436	78.3	2	43.74107,7.43033
1306670711	14:05:04	43.74094	7.43057	2	16604	91	1	1	1	1472	110.2	2	43.74094,7.43057
1306670713	14:05:06	0	0	4	17696	100	1	0	1	1572	194.2	2	0,0
1306670715	14:05:08	0	0	6	17321	100	1	2	0	1691	243.8	2	0,0
1306670717	14:05:10	0	0	7	16868	100	1	0	0	1853	264.2	2	0,0
1306670719	14:05:12	0	0	7	16985	0	39	1	-1	1966	244.7	2	0,0
1306670721	14:05:14	0	0	1	14067	0	34	-1	-1	2031	107.7	2	0,0
1306670723	14:05:16	43.73697	7.42542	1	10756	35	1	1	0	2119	59.8	2	43.73697,7.42542
1306670725	14:05:18	43.73707	7.4248	2	17055	95	1	-1	1	2151	111.4	2	43.73707,7.4248
1306670727	14:05:20	43.737	7.4239	4	16754	100	1	0	1	2230	181.5	2	43.737,7.4239
1306670729	14:05:22	43.73687	7.42265	3	13466	1	16	-2	-1	2332	160.9	2	43.73687,7.42265
1306670731	14:05:24	43.73632	7.42175	3	17816	100	1	-1	1	2424	167.2	2	43.73632,7.42175
1306670733	14:05:26	43.7356	7.42144	4	15041	67	2	-1	0	2538	180	2	43.7356,7.42144
1306670735	14:05:28	43.73467	7.42222	4	13710	0	44	0	-2	2615	178.8	2	43.73467,7.42222
1306670737	14:05:30	43.73383	7.42238	1	13731	23	3	0	0	2695	91.5	2	43.73383,7.42238
1306670739	14:05:32	43.73357	7.42222	2	16333	86	1	-1	1	2743	106.3	2	43.73357,7.42222
1306670741	14:05:34	43.73283	7.42269	3	16279	0	30	-2	-1	2820	165.1	2	43.73283,7.42269
1306670743	14:05:36	43.73272	7.42339	1	10391	0	5	2	0	2891	76.3	2	43.73272,7.42339
1306670745	14:05:38	43.73247	7.42337	1	13281	55	1	1	1	2932	69.5	2	43.73247,7.42337
1306670747	14:05:40	43.73238	7.42294	1	11856	9	4	1	0	2979	83.4	2	43.73238,7.42294
1306670749	14:05:42	43.73258	7.42241	1	14816	100	1	-1	1	3013	99.9	2	43.73258,7.42241
1306670753	14:05:46	43.73418	7.42144	6	16745	100	1	1	0	3199	233	2	43.73418,7.42144
1306670755	14:05:48	43.73544	7.42111	7	14492	5	4	1	-2	84	265.7	3	43.73544,7.42111
1306670757	14:05:50	43.73659	7.42125	2	13373	0	32	1	-1	207	135.2	3	43.73659,7.42125
1306670761	14:05:54	43.73692	7.42277	4	17318	100	1	0	1	341	187.8	3	43.73692,7.42277
1306670763	14:05:56	43.73687	7.42312	6	16684	100	1	0	0	453	233.8	3	43.73687,7.42312
1306670765	14:05:58	43.73648	7.42531	7	14994	92	12	1	-2	610	259.5	3	43.73648,7.42531
1306670766	14:05:59	43.73654	7.42607	4	15743	1	33	-1	-1	683	218.1	3	43.73654,7.42607
1306670767	14:06:00	43.73809	7.42714	3	15539	1	25	-2	-1	722	183.8	3	43.73809,7.42714
1306670769	14:06:02	43.73861	7.42785	2	16157	58	1	-2	0	797	127.2	3	43.73861,7.42785
1306670771	14:06:04	43.73922	7.42745	2	14497	1	16	1	-1	881	132.7	3	43.73922,7.42745
1306670773	14:06:06	43.73951	7.42726	2	17921	84	1	1	1	931	121.4	3	43.73951,7.42726
1306670775	14:06:08	0	0	4	16712	100	1	0	1	1008	183.8	3	0,0
1306670777	14:06:10	0	0	2	14743	0	33	1	-1	1097	116.9	3	0,0
1306670779	14:06:12	0	0	1	13951	48	1	2	1	1157	67.9	3	0,0
1306670781	14:06:14	0	0	2	13429	0	37	0	-1	1210	133.3	3	0,0
1306670783	14:06:16	0	0	1	7786	0	7	-2	-1	1262	59.5	3	0,0
1306670785	14:06:18	0	0	1	9185	40	1	-1	0	1287	47.6	3	0,0
1306670787	14:06:20	43.74067	7.4294	1	13191	0	7	2	-1	1327	91.9	3	43.74067,7.4294
1306670789	14:06:22	43.74078	7.42934	1	15690	55	1	1	1	1369	83	3	43.74078,7.42934
1306670791	14:06:24	43.741	7.43025	1	12155	0	9	2	-1	1421	89.2	3	43.741,7.43025
1306670793	14:06:26	43.74107	7.43036	1	15651	81	1	0	1	1464	92.6	3	43.74107,7.43036
1306670795	14:06:28	0	0	4	16837	100	1	1	1	1536	183.4	3	0,0
1306670797	14:06:30	0	0	6	17096	100	1	2	0	1671	238.8	3	0,0
1306670799	14:06:32	0	0	7	16343	100	1	1	0	1803	258.7	3	0,0
1306670801	14:06:34	0	0	7	15723	0	44	1	-2	1972	263.1	3	0,0
1306670803	14:06:36	0	0	4	13850	0	43	0	-2	2035	143.4	3	0,0
1306670805	14:06:38	43.73704	7.42541	1	7494	0	10	1	0	2110	67.3	3	43.73704,7.42541
1306670807	14:06:40	43.73706	7.42495	1	14374	86	1	-1	2	2153	87.8	3	43.73706,7.42495
1306670809	14:06:42	43.73701	7.42414	4	16348	100	1	0	1	2212	173.7	3	43.73701,7.42414
1306670811	14:06:44	43.73689	7.42274	3	15067	1	26	-1	-1	2333	174.5	3	43.73689,7.42274
1306670813	14:06:46	43.73648	7.42171	3	17186	100	1	-3	1	2413	156.6	3	43.73648,7.42171
1306670815	14:06:48	43.73557	7.4217	4	14925	24	2	-3	0	2527	178.9	3	43.73557,7.4217
1306670817	14:06:50	43.73479	7.42219	4	15187	0	55	0	-2	2623	193.2	3	43.73479,7.42219
1306670819	14:06:52	43.73407	7.42234	1	13998	0	8	2	0	2690	100.6	3	43.73407,7.42234
1306670821	14:06:54	43.73368	7.4222	1	14992	79	1	-1	1	2735	91.4	3	43.73368,7.4222
1306670823	14:06:56	43.73304	7.42268	3	14379	0	32	-2	-2	2823	171.1	3	43.73304,7.42268
1306670825	14:06:58	43.73272	7.4234	1	10834	0	12	2	-1	2884	80.5	3	43.73272,7.4234
1306670827	14:07:00	43.73246	7.42344	1	12772	53	1	1	1	2918	57.3	3	43.73246,7.42344
1306670829	14:07:02	43.73235	7.42283	1	12829	0	10	2	-1	2974	93.7	3	43.73235,7.42283
1306670833	14:07:06	43.73301	7.42178	4	17592	100	1	1	1	3121	188.8	3	43.73301,7.42178
1306670835	14:07:08	43.73412	7.42122	6	17243	100	1	1	0	3216	240.8	3	43.73412,7.42122
1306670837	14:07:10	43.73529	7.421	7	14810	6	37	1	-3	110	270.4	4	43.73529,7.421
1306670839	14:07:12	43.73613	7.4211	3	15995	1	35	0	-1	195	160	4	43.73613,7.4211
1306670843	14:07:16	43.73719	7.42294	4	17408	100	1	-1	1	345	189.2	4	43.73719,7.42294
1306670845	14:07:18	43.73747	7.42441	6	16825	100	1	0	1	482	236.1	4	43.73747,7.42441
1306670847	14:07:20	43.73771	7.4261	6	16424	5	31	1	-2	614	259.4	4	43.73771,7.4261
1306670849	14:07:22	43.73798	7.42735	3	16839	1	15	-2	-1	726	170.8	4	43.73798,7.42735
1306670851	14:07:24	43.73858	7.42787	3	12598	12	1	-2	0	803	130.4	4	43.73858,7.42787
1306670853	14:07:26	43.73924	7.42744	2	14412	1	9	2	-1	886	133.1	4	43.73924,7.42744
1306670855	14:07:28	43.73935	7.42735	2	14504	88	1	1	1	964	130	4	43.73935,7.42735
1306670857	14:07:30	0	0	4	14877	32	21	-1	-2	1036	188.9	4	0,0
1306670859	14:07:32	43.74111	7.42861	1	13872	0	21	1	-1	1113	100.3	4	43.74111,7.42861
1306670861	14:07:34	43.74142	7.42894	1	12273	48	1	1	1	1163	70.7	4	43.74142,7.42894
1306670862	14:07:35	0	0	1	14689	82	1	-1	1	1180	92	4	0,0
1306670863	14:07:36	0	0	2	12780	0	32	0	-1	1217	129.5	4	0,0
1306670865	14:07:38	43.74019	7.42958	1	7073	1	4	-1	-1	1265	55.8	4	43.74019,7.42958
1306670867	14:07:40	43.7403	7.42968	1	10045	40	1	-1	1	1291	48.9	4	43.7403,7.42968
1306670869	14:07:42	43.74071	7.4293	1	11914	0	6	2	-1	1332	84.4	4	43.74071,7.4293
1306670871	14:07:44	43.741	7.42951	1	13737	80	1	1	2	1375	89.1	4	43.741,7.42951
1306670872	14:07:45	43.74106	7.42979	1	14414	0	26	1	-1	1397	107.7	4	43.74106,7.42979
1306670873	14:07:46	43.7411	7.4302	1	11498	0	2	1	0	1426	80.9	4	43.7411,7.4302
1306670874	14:07:47	43.74107	7.43044	1	15075	51	1	1	1	1450	80.4	4	43.74107,7.43044
1306670875	14:07:48	43.74105	7.4305	2	17719	91	1	0	1	1470	109.6	4	43.74105,7.4305
1306670876	14:07:49	43.74105	7.4305	3	17016	100	1	0	1	1512	150.8	4	43.74105,7.4305
1306670877	14:07:50	0	0	4	16834	100	1	1	1	1569	193.8	4	0,0
1306670879	14:07:52	0	0	6	17341	100	1	2	0	1688	243.5	4	0,0
1306670881	14:07:54	0	0	7	16752	100	1	0	0	1850	263.7	4	0,0
1306670883	14:07:56	0	0	6	11553	0	46	0	-1	1989	243.2	4	0,0
1306670885	14:07:58	0	0	6	14981	0	43	0	-2	2059	123.4	4	0,0
1306670887	14:08:00	43.73698	7.42542	1	10025	21	1	1	1	2111	61.8	4	43.73698,7.42542
1306670889	14:08:02	43.73706	7.42492	2	17881	94	1	-1	1	2162	112.4	4	43.73706,7.42492
1306670891	14:08:04	43.73698	7.42381	4	16984	97	1	0	1	2248	185.4	4	43.73698,7.42381
1306670893	14:08:05	43.73689	7.42294	3	15604	0	41	0	-2	2312	193.2	4	43.73689,7.42294
1306670895	14:08:08	43.73624	7.42175	3	15925	100	1	-1	1	2446	170.3	4	43.73624,7.42175
1306670896	14:08:09	43.73576	7.42161	4	15503	16	2	-2	0	2486	190.7	4	43.73576,7.42161
1306670897	14:08:10	43.73529	7.42176	4	14910	44	2	-2	0	2543	179.8	4	43.73529,7.42176
1306670899	14:08:12	43.73468	7.42228	3	15236	0	56	0	-2	2636	181.7	4	43.73468,7.42228
1306670901	14:08:14	43.73404	7.4224	1	14025	21	2	1	0	2695	91.9	4	43.73404,7.4224
1306670903	14:08:16	43.73357	7.42226	2	17361	88	1	-1	1	2744	113.2	4	43.73357,7.42226
1306670905	14:08:18	43.73298	7.42274	3	16379	0	29	-1	-1	2822	159.7	4	43.73298,7.42274
1306670907	14:08:20	43.73264	7.42341	1	9828	0	5	2	-1	2891	71.7	4	43.73264,7.42341
1306670909	14:08:22	43.7324	7.42327	1	14509	64	1	1	1	2923	65.9	4	43.7324,7.42327
1306670913	14:08:26	43.73268	7.42234	2	17030	100	1	-1	1	3017	112.1	4	43.73268,7.42234
1306670915	14:08:28	43.73333	7.42191	4	17646	100	1	0	1	3098	192.6	4	43.73333,7.42191
1306670917	14:08:30	43.7345	7.42139	6	15893	100	1	1	0	3240	244.1	4	43.7345,7.42139
1306670919	14:08:32	43.73593	7.42112	7	15185	0	54	1	-3	138	266.5	5	43.73593,7.42112
1306670921	14:08:34	43.73679	7.42131	2	16879	0	15	2	-1	223	120.1	5	43.73679,7.42131
1306670925	14:08:38	43.73722	7.42307	4	16483	100	1	0	1	368	197.5	5	43.73722,7.42307
1306670927	14:08:40	43.7375	7.42449	6	17135	100	1	-1	0	511	239.7	5	43.7375,7.42449
1306670928	14:08:41	43.73775	7.42554	6	17974	100	1	2	0	591	253.8	5	43.73775,7.42554
1306670929	14:08:42	43.73789	7.42605	6	16323	15	33	1	-2	644	258.6	5	43.73789,7.42605
1306670931	14:08:44	43.73817	7.42735	3	14281	5	16	-2	-1	728	166.7	5	43.73817,7.42735
1306670932	14:08:45	43.73848	7.42775	2	15669	0	3	-3	0	775	139.4	5	43.73848,7.42775
1306670933	14:08:46	43.73866	7.42787	2	16229	57	2	-2	0	817	128.6	5	43.73866,7.42787
1306670934	14:08:47	43.73911	7.4276	2	15837	2	10	0	-1	860	143.1	5	43.73911,7.4276
1306670935	14:08:48	43.73941	7.42733	2	14232	2	1	2	0	901	123.2	5	43.73941,7.42733
1306670937	14:08:50	43.73923	7.42714	3	16629	97	1	1	1	952	136.2	5	43.73923,7.42714
1306670938	14:08:51	0	0	4	17626	100	1	-1	2	1021	177.4	5	0,0
1306670939	14:08:52	43.74021	7.42804	4	15568	1	44	-1	-2	1042	197.5	5	43.74021,7.42804
1306670941	14:08:54	43.74078	7.42867	1	12531	1	3	1	0	1134	81.8	5	43.74078,7.42867
1306670943	14:08:56	43.74089	7.42909	1	15031	49	1	1	1	1164	73.3	5	43.74089,7.42909
1306670945	14:08:58	0	0	1	14745	0	32	0	-1	1221	110.3	5	0,0
1306670947	14:09:00	43.74051	7.42989	1	6580	1	2	-2	-1	1266	49.7	5	43.74051,7.42989
1306670949	14:09:02	43.74067	7.42989	1	11211	53	1	-1	1	1291	55.3	5	43.74067,7.42989
1306670951	14:09:04	43.74086	7.42941	1	11641	0	1	2	-1	1342	80.6	5	43.74086,7.42941
1306670953	14:09:06	43.74109	7.42961	1	13664	86	1	1	-1	1377	92.9	5	43.74109,7.42961
1306670955	14:09:08	43.74116	7.43041	1	12850	39	1	2	0	1435	76.9	5	43.74116,7.43041
1306670957	14:09:10	43.74109	7.43058	2	15702	100	1	0	1	1486	126.5	5	43.74109,7.43058
1306670959	14:09:12	0	0	5	16806	100	1	0	1	1599	206.5	5	0,0
1306670961	14:09:14	0	0	6	17811	100	1	2	0	1725	250.2	5	0,0
1306670962	14:09:15	0	0	7	16775	100	1	1	0	1807	261.7	5	0,0
1306670963	14:09:16	0	0	7	17505	100	1	1	-1	1864	275.3	5	0,0
1306670965	14:09:18	0	0	6	15220	0	44	1	-2	2000	219.8	5	0,0
1306670967	14:09:20	0	0	1	11638	1	17	-2	0	2075	87.5	5	0,0
1306670969	14:09:22	0	0	1	10789	51	1	1	1	2112	53.9	5	0,0
1306670971	14:09:24	43.73702	7.4247	2	17759	100	1	-1	1	2152	123.4	5	43.73702,7.4247
1306670973	14:09:26	43.73688	7.42353	4	17926	100	1	0	1	2255	198.6	5	43.73688,7.42353
1306670975	14:09:28	0	0	3	14094	35	2	-2	0	2369	148.6	5	0,0
1306670977	14:09:30	43.73593	7.42168	4	15851	52	2	-2	0	2454	185.2	5	43.73593,7.42168
1306670979	14:09:32	43.73528	7.42191	4	16946	77	1	0	1	2551	180.1	5	43.73528,7.42191
1306670981	14:09:34	43.7344	7.42242	2	13684	0	32	1	-1	2645	138.7	5	43.7344,7.42242
1306670983	14:09:36	43.73393	7.42232	1	14123	8	2	0	0	2710	91.4	5	43.73393,7.42232
1306670985	14:09:38	43.73341	7.42239	2	15107	100	1	-2	1	2766	131.1	5	43.73341,7.42239
1306670986	14:09:39	43.73304	7.42268	3	14635	0	26	-1	-2	2817	170.6	5	43.73304,7.42268
1306670987	14:09:40	43.73284	7.42302	2	13120	0	35	-1	-1	2848	134.4	5	43.73284,7.42302
1306670989	14:09:42	43.7326	7.42345	1	9231	6	2	2	-1	2894	67.9	5	43.7326,7.42345
1306670993	14:09:46	43.73241	7.42251	1	12978	27	1	1	0	2986	79.8	5	43.73241,7.42251
1306670994	14:09:47	43.73249	7.42228	1	15161	85	1	0	1	3013	87.6	5	43.73249,7.42228
1306670995	14:09:48	43.73261	7.42218	2	15420	100	1	0	1	3039	135.2	5	43.73261,7.42218
1306670999	14:09:52	43.73477	7.42124	6	17801	100	1	0	0	12	250	6	43.73477,7.42124
1306671000	14:09:53	43.73554	7.42111	7	15661	100	3	2	-2	95	266.3	6	43.73554,7.42111
1306671001	14:09:54	43.73619	7.42117	7	15416	0	54	0	-2	95	221.6	6	43.73619,7.42117
1306671005	14:09:58	43.73771	7.42235	3	16879	100	1	0	1	298	141.5	6	43.73771,7.42235
1306671007	14:10:00	43.73773	7.42356	5	17179	100	1	0	1	395	211.6	6	43.73773,7.42356
1306671009	14:10:02	43.73797	7.42512	6	17308	82	2	-1	0	544	245.6	6	43.73797,7.42512
1306671011	14:10:04	43.73775	7.42651	5	17062	2	27	-1	-1	669	208.7	6	43.73775,7.42651
1306671013	14:10:06	43.73822	7.42769	3	13531	21	4	-2	-1	756	145.6	6	43.73822,7.42769
1306671015	14:10:08	43.73886	7.4278	3	13365	48	1	-1	0	827	131.4	6	43.73886,7.4278
1306671017	14:10:10	43.73935	7.4274	2	14288	4	1	3	0	897	120.9	6	43.73935,7.4274
1306671019	14:10:12	0	0	3	16456	100	1	1	0	978	148	6	0,0
1306671021	14:10:14	43.74091	7.42827	4	15220	0	43	0	-2	1072	172.5	6	43.74091,7.42827
1306671023	14:10:16	43.74094	7.42853	1	11078	0	8	1	-1	1130	77.9	6	43.74094,7.42853
1306671025	14:10:18	0	0	1	16939	68	1	0	1	1169	85.5	6	0,0
1306671027	14:10:20	0	0	1	11445	0	33	0	-1	1236	95.3	6	0,0
1306671029	14:10:22	0	0	1	6425	8	2	-1	0	1273	47.9	6	0,0
1306671031	14:10:24	43.74115	7.42983	1	14687	65	1	0	1	1295	64.3	6	43.74115,7.42983
1306671033	14:10:26	43.74087	7.42928	1	12427	29	1	2	0	1346	72.9	6	43.74087,7.42928
1306671035	14:10:28	43.74069	7.42958	1	15201	0	25	1	-1	1385	111.2	6	43.74069,7.42958
1306671036	14:10:29	43.74073	7.42966	1	12441	0	6	2	-1	1415	88.3	6	43.74073,7.42966
1306671037	14:10:30	0	0	1	14945	52	1	1	0	1449	79.1	6	0,0
1306671039	14:10:32	43.74025	7.43033	3	16657	100	1	0	1	1514	150.6	6	43.74025,7.43033
1306671041	14:10:34	43.73956	7.43025	5	17378	100	1	1	1	1617	214.9	6	43.73956,7.43025
1306671043	14:10:36	0	0	6	17769	100	1	2	0	1743	249.8	6	0,0
1306671045	14:10:38	0	0	7	17502	100	1	1	0	1881	269.8	6	0,0
1306671047	14:10:40	0	0	7	15416	0	46	0	-2	2008	193	6	0,0
1306671049	14:10:42	0	0	1	12470	0	14	-2	-1	2066	87.4	6	0,0
1306671051	14:10:44	43.7369	7.42528	1	13288	52	1	1	1	2120	63.5	6	43.7369,7.42528
1306671052	14:10:45	43.73693	7.42505	1	15632	90	1	-1	1	2136	90.7	6	43.73693,7.42505
1306671053	14:10:46	43.73693	7.42448	3	17251	100	1	0	1	2174	142.5	6	43.73693,7.42448
1306671055	14:10:48	43.73683	7.42327	5	15178	100	5	0	-2	2268	207.9	6	43.73683,7.42327
1306671057	14:10:50	43.73661	7.42205	3	14718	57	2	-2	1	2376	144.9	6	43.73661,7.42205
1306671059	14:10:52	43.73584	7.42161	4	15465	17	3	-3	-1	2465	192.4	6	43.73584,7.42161
1306671061	14:10:54	43.73516	7.422	4	16717	86	2	1	0	2562	188.2	6	43.73516,7.422
1306671063	14:10:56	43.73435	7.42232	2	13286	0	28	1	-1	2653	130.8	6	43.73435,7.42232
1306671065	14:10:58	43.73381	7.42225	1	15453	48	1	-1	1	2715	82.8	6	43.73381,7.42225
1306671066	14:10:59	43.73364	7.42227	2	15310	85	1	-1	1	2735	101.1	6	43.73364,7.42227
1306671067	14:11:00	43.73323	7.42249	3	16886	100	1	-2	1	2777	151.6	6	43.73323,7.42249
1306671069	14:11:02	43.73281	7.42309	1	15101	0	37	0	-2	2856	121.1	6	43.73281,7.42309
1306671073	14:11:06	43.73239	7.42304	1	15054	1	22	1	-1	2944	105.1	6	43.73239,7.42304
1306671075	14:11:08	43.73248	7.42249	1	15020	47	1	2	1	2990	78.7	6	43.73248,7.42249
1306671077	14:11:10	43.73288	7.42223	3	16268	100	1	0	1	3036	141.7	6	43.73288,7.42223
1306671079	14:11:12	43.73375	7.42169	5	17016	100	1	1	1	3155	218.7	6	43.73375,7.42169
1306671081	14:11:14	43.73508	7.42124	7	17706	100	1	1	0	49	261	7	43.73508,7.42124
1306671083	14:11:16	43.73549	7.42118	7	15343	1	49	0	-2	175	186	7	43.73549,7.42118
1306671087	14:11:20	43.737	7.42249	3	17745	100	1	-1	1	318	156.2	7	43.737,7.42249
1306671089	14:11:22	43.73722	7.42376	5	17685	100	1	0	1	424	221.2	7	43.73722,7.42376
1306671091	14:11:24	43.73766	7.42551	7	16185	100	1	2	0	580	255.3	7	43.73766,7.42551
1306671093	14:11:26	43.73792	7.42679	4	15104	4	28	-1	-1	677	203	7	43.73792,7.42679
1306671094	14:11:27	43.73811	7.42746	3	16191	15	8	-2	0	732	157.8	7	43.73811,7.42746
1306671095	14:11:28	43.73841	7.4278	3	12766	9	4	-2	0	777	137.7	7	43.73841,7.4278
1306671096	14:11:29	43.73869	7.42786	3	12434	15	2	-2	0	805	128.8	7	43.73869,7.42786
1306671097	14:11:30	43.739	7.42769	3	12923	53	1	-2	0	860	129.9	7	43.739,7.42769
1306671099	14:11:32	43.7394	7.42732	2	14916	50	1	2	0	913	117.4	7	43.7394,7.42732
1306671101	14:11:34	43.74086	7.42786	3	16809	100	1	0	1	983	151.2	7	43.74086,7.42786
1306671102	14:11:35	43.74163	7.4285	4	14433	4	34	-1	-2	1040	195.6	7	43.74163,7.4285
1306671103	14:11:36	43.74106	7.42842	3	15170	0	43	0	-2	1077	160.6	7	43.74106,7.42842
1306671105	14:11:38	43.74147	7.4288	1	10824	0	2	1	0	1132	77	7	43.74147,7.4288
1306671106	14:11:39	0	0	1	11630	50	1	2	1	1162	71.6	7	0,0
1306671107	14:11:40	0	0	2	14947	90	1	-1	1	1181	98.9	7	0,0
1306671108	14:11:41	0	0	2	14407	0	36	0	-2	1219	119	7	0,0
1306671109	14:11:42	0	0	1	14085	0	24	-1	-1	1239	77.9	7	0,0
