file	timestamp	NGPSLatitude	NGPSLongitude	NGear	nEngine	rThrottlePedal	pBrakeF	gLat	gLong	sLap	vCar	Lap	lat/lng
1306674355	15:05:48	43.74046	7.42979	1	6763	0	3	-2	-1	1265	53	45	43.74046,7.42979
1306674356	15:05:49	43.7405	7.42983	1	7850	30	1	-2	0	1280	43.2	45	43.7405,7.42983
1306674357	15:05:50	43.74058	7.42977	1	10913	44	1	-1	1	1285	51.5	45	43.74058,7.42977
1306674358	15:05:51	43.74079	7.42959	1	13921	5	6	2	-1	1315	86.9	45	43.74079,7.42959
1306674359	15:05:52	43.74091	7.42951	1	12577	0	4	2	0	1333	88	45	43.74091,7.42951
1306674360	15:05:53	43.74112	7.42958	1	15410	51	1	1	1	1359	80.7	45	43.74112,7.42958
1306674361	15:05:54	43.74118	7.42972	2	15562	83	1	1	1	1379	96.4	45	43.74118,7.42972
1306674362	15:05:55	43.7414	7.43018	1	13368	0	16	2	-1	1401	97.2	45	43.7414,7.43018
1306674363	15:05:56	43.74123	7.43035	1	12485	4	1	2	0	1428	80.9	45	43.74123,7.43035
1306674364	15:05:57	43.74121	7.43071	1	15056	74	1	1	1	1454	89.5	45	43.74121,7.43071
1306674365	15:05:58	43.74121	7.43078	2	16701	93	1	0	1	1489	120.9	45	43.74121,7.43078
1306674366	15:05:59	43.74121	7.43078	3	16139	100	1	0	1	1522	168.8	45	43.74121,7.43078
1306674367	15:06:00	0	0	4	16663	100	1	1	1	1561	199.9	45	0,0
1306674371	15:06:04	0	0	7	17283	100	1	1	0	1845	271.4	45	0,0
1306674372	15:06:05	0	0	7	15721	5	44	1	-2	1933	282	45	0,0
1306674373	15:06:06	0	0	7	15586	1	51	1	-2	1988	231	45	0,0
1306674374	15:06:07	0	0	3	15195	0	48	0	-2	2047	159.7	45	0,0
1306674375	15:06:08	0	0	1	12276	0	11	-2	-1	2082	92.7	45	0,0
1306674376	15:06:09	0	0	1	8568	1	2	1	0	2105	68	45	0,0
1306674377	15:06:10	0	0	1	11293	56	1	1	1	2117	57.4	45	0,0
1306674378	15:06:11	0	0	1	13914	78	1	-1	1	2140	88.9	45	0,0
1306674379	15:06:12	43.7371	7.42462	2	16259	91	1	-1	1	2177	122.1	45	43.7371,7.42462
1306674380	15:06:13	43.73705	7.42405	4	16353	99	1	0	1	2211	172.4	45	43.73705,7.42405
1306674381	15:06:14	43.73702	7.42354	5	16574	99	1	0	1	2274	203.2	45	43.73702,7.42354
1306674382	15:06:15	43.73694	7.42282	3	15824	1	34	-2	-1	2317	189.1	45	43.73694,7.42282
1306674383	15:06:16	43.73678	7.42223	3	15774	22	2	-2	0	2367	150	45	43.73678,7.42223
1306674384	15:06:17	43.7364	7.42188	3	17296	100	1	-1	1	2415	157.3	45	43.7364,7.42188
1306674385	15:06:18	43.73605	7.42174	4	16161	73	2	-2	0	2452	188.1	45	43.73605,7.42174
1306674386	15:06:19	43.7355	7.42187	4	15795	54	2	-3	1	2532	182.2	45	43.7355,7.42187
1306674387	15:06:20	43.73515	7.42215	4	17291	67	2	2	0	2551	193.9	45	43.73515,7.42215
1306674388	15:06:21	43.73472	7.42236	4	16146	0	49	0	-3	2614	202.2	45	43.73472,7.42236
1306674389	15:06:22	43.73431	7.42247	2	13871	0	21	2	-1	2664	136.6	45	43.73431,7.42247
1306674390	15:06:23	43.734	7.42236	1	13242	0	13	-1	-1	2698	95.7	45	43.734,7.42236
1306674391	15:06:24	43.73381	7.42224	1	14152	35	2	-1	1	2724	76.8	45	43.73381,7.42224
1306674392	15:06:25	43.73362	7.42229	1	12659	76	1	-1	1	2742	93.5	45	43.73362,7.42229
1306674393	15:06:26	43.73343	7.42241	2	15533	94	1	-1	1	2767	124.8	45	43.73343,7.42241
1306674394	15:06:27	43.73307	7.42281	3	15559	0	24	-2	-1	2816	171	45	43.73307,7.42281
1306674395	15:06:28	43.73289	7.42312	2	15720	0	33	0	-2	2847	128.4	45	43.73289,7.42312
1306674396	15:06:29	43.73273	7.42342	1	11042	0	13	1	-1	2880	83.5	45	43.73273,7.42342
1306674397	15:06:30	43.73256	7.42352	1	9282	10	1	2	0	2902	65.3	45	43.73256,7.42352
1306674398	15:06:31	43.7324	7.42338	1	14087	60	1	0	1	2921	66.4	45	43.7324,7.42338
1306674399	15:06:32	43.73233	7.42315	1	16322	91	2	1	-1	2939	95.5	45	43.73233,7.42315
1306674400	15:06:33	43.73224	7.42298	1	12395	0	2	2	0	2970	87.4	45	43.73224,7.42298
1306674401	15:06:34	43.73233	7.42277	1	14958	42	1	1	0	2995	76.5	45	43.73233,7.42277
1306674402	15:06:35	43.7325	7.42263	2	17702	90	1	-1	1	3016	101	45	43.7325,7.42263
1306674403	15:06:36	43.73289	7.42239	3	17182	100	1	0	1	3061	153.1	45	43.73289,7.42239
1306674404	15:06:37	43.73334	7.42204	4	17732	100	1	0	1	3099	191	45	43.73334,7.42204
1306674405	15:06:38	43.7339	7.42167	5	16736	100	1	0	1	3167	223.1	45	43.7339,7.42167
1306674406	15:06:39	43.73448	7.42141	6	17795	100	1	1	1	3192	241.9	45	43.73448,7.42141
1306674407	15:06:40	43.73539	7.42115	7	16402	100	1	1	0	58	258.4	46	43.73539,7.42115
1306674408	15:06:41	43.73651	7.42096	7	13698	1	57	0	-3	86	267.3	46	43.73651,7.42096
1306674409	15:06:42	43.73724	7.42091	4	14731	0	43	0	-2	162	193.2	46	43.73724,7.42091
1306674413	15:06:46	43.73708	7.42227	3	17819	100	1	0	1	311	158.5	46	43.73708,7.42227
1306674414	15:06:47	43.737	7.4228	4	16771	100	1	0	1	369	195.1	46	43.737,7.4228
1306674415	15:06:48	43.73697	7.4229	5	17286	100	1	0	0	415	223.4	46	43.73697,7.4229
1306674416	15:06:49	43.73772	7.42463	6	17184	100	1	-1	0	464	239.2	46	43.73772,7.42463
1306674417	15:06:50	43.73799	7.42573	7	17777	100	1	1	0	569	255.4	46	43.73799,7.42573
1306674418	15:06:51	43.73699	7.42586	7	15241	27	30	1	-2	624	263.8	46	43.73699,7.42586
1306674419	15:06:52	43.73728	7.42671	4	14840	0	31	-2	-2	697	203.3	46	43.73728,7.42671
1306674420	15:06:53	43.73755	7.42714	3	15253	1	13	-2	-1	751	165	46	43.73755,7.42714
1306674421	15:06:54	43.73773	7.42727	3	12905	23	1	-2	0	781	136.1	46	43.73773,7.42727
1306674422	15:06:55	43.73773	7.42727	3	12892	40	1	-2	0	823	133	46	43.73773,7.42727
1306674423	15:06:56	0	0	3	13271	19	11	1	-1	867	139	46	0,0
1306674424	15:06:57	0	0	2	14346	1	3	3	0	894	127.2	46	0,0
1306674425	15:06:58	0	0	2	16096	57	1	1	0	931	116.6	46	0,0
1306674426	15:06:59	43.74016	7.42766	2	14864	87	1	1	1	958	128.5	46	43.74016,7.42766
1306674427	15:07:00	43.74032	7.42787	4	16362	100	1	-1	1	1027	177.4	46	43.74032,7.42787
1306674428	15:07:01	43.74061	7.42817	4	15276	1	35	0	-2	1066	189.4	46	43.74061,7.42817
1306674429	15:07:02	43.74088	7.42842	2	13242	0	34	1	-1	1097	129.7	46	43.74088,7.42842
1306674430	15:07:03	43.74106	7.42867	1	12446	0	12	2	-1	1129	90.1	46	43.74106,7.42867
1306674431	15:07:04	43.74112	7.42881	1	12659	32	1	1	0	1154	73.1	46	43.74112,7.42881
1306674432	15:07:05	43.74112	7.42881	1	15811	63	1	0	1	1169	81.9	46	43.74112,7.42881
1306674433	15:07:06	43.74059	7.42913	2	15270	74	5	-1	-2	1202	119.6	46	43.74059,7.42913
1306674434	15:07:07	43.74039	7.42925	1	13806	0	38	0	-1	1227	113.1	46	43.74039,7.42925
1306674435	15:07:08	43.74036	7.42958	1	8173	0	6	-2	-1	1252	62.5	46	43.74036,7.42958
1306674436	15:07:09	43.74032	7.42969	1	6700	0	1	-2	-1	1269	50.8	46	43.74032,7.42969
1306674437	15:07:10	43.74043	7.42969	1	9401	39	1	-1	1	1284	47.5	46	43.74043,7.42969
1306674438	15:07:11	43.74055	7.42958	1	14910	61	1	0	1	1297	71	46	43.74055,7.42958
1306674439	15:07:12	43.74073	7.42937	1	12414	0	6	2	0	1325	87.7	46	43.74073,7.42937
1306674440	15:07:13	43.74086	7.42936	1	13100	22	1	2	0	1342	79.5	46	43.74086,7.42936
1306674441	15:07:14	43.74104	7.4296	1	14986	76	1	1	1	1368	89.6	46	43.74104,7.4296
1306674442	15:07:15	43.74115	7.42985	1	14923	0	29	1	-1	1391	113.7	46	43.74115,7.42985
1306674443	15:07:16	43.74115	7.42985	1	14466	9	1	2	0	1420	82.3	46	43.74115,7.42985
1306674444	15:07:17	0	0	1	15236	53	1	1	1	1445	81	46	0,0
1306674445	15:07:18	43.74108	7.4307	2	16720	87	1	0	1	1465	109.2	46	43.74108,7.4307
1306674446	15:07:19	43.74071	7.4306	3	16542	100	1	0	1	1507	143.1	46	43.74071,7.4306
1306674447	15:07:20	43.74004	7.43032	4	16706	100	1	1	1	1544	194.4	46	43.74004,7.43032
1306674451	15:07:24	0	0	7	17062	100	1	1	0	1824	268.1	46	0,0
1306674452	15:07:25	0	0	7	17618	100	2	1	0	1911	278.1	46	0,0
1306674453	15:07:26	0	0	7	14552	1	53	0	-3	1994	240.5	46	0,0
1306674454	15:07:27	0	0	3	16499	0	52	0	-2	2034	179.3	46	0,0
1306674455	15:07:28	0	0	1	12465	0	16	-2	-1	2071	95.2	46	0,0
1306674456	15:07:29	0	0	1	10787	16	3	0	-1	2088	75.3	46	0,0
1306674457	15:07:30	0	0	1	12742	42	1	2	1	2116	58.1	46	0,0
1306674458	15:07:31	0	0	1	14099	57	1	0	1	2123	67.6	46	0,0
1306674460	15:07:33	0	0	3	16499	94	1	0	1	2195	146.3	46	0,0
1306674461	15:07:34	0	0	4	17955	94	1	0	1	2254	196.3	46	0,0
1306674462	15:07:35	0	0	5	15394	0	52	0	-2	2299	218.2	46	0,0
1306674463	15:07:36	0	0	3	14314	21	2	-3	0	2354	152.4	46	0,0
1306674464	15:07:37	43.73657	7.42199	3	14253	82	1	-2	1	2385	148.7	46	43.73657,7.42199
1306674465	15:07:38	43.73607	7.42176	4	17664	98	1	-2	0	2437	183.5	46	43.73607,7.42176
1306674466	15:07:39	43.73574	7.42176	4	15818	44	2	-3	0	2477	188.4	46	43.73574,7.42176
1306674467	15:07:40	43.73524	7.4221	4	17618	84	1	2	1	2536	189.9	46	43.73524,7.4221
1306674468	15:07:41	43.73492	7.4223	4	16275	92	1	1	-2	2577	203.4	46	43.73492,7.4223
1306674469	15:07:42	43.73449	7.42245	4	15791	0	46	1	-2	2638	168.3	46	43.73449,7.42245
1306674470	15:07:43	43.73419	7.42245	1	15560	0	4	2	0	2677	110.2	46	43.73419,7.42245
1306674471	15:07:44	43.73394	7.42227	1	14094	20	1	-2	0	2708	90.2	46	43.73394,7.42227
1306674472	15:07:45	43.73374	7.42225	1	14747	67	1	-2	1	2726	93	46	43.73374,7.42225
1306674473	15:07:46	43.73336	7.42246	3	15774	95	1	-1	1	2777	138	46	43.73336,7.42246
1306674474	15:07:47	43.73314	7.4227	3	16478	95	3	-1	-1	2794	164.4	46	43.73314,7.4227
1306674475	15:07:48	43.73292	7.42307	2	14462	0	32	-1	-2	2844	148.3	46	43.73292,7.42307
1306674476	15:07:49	43.7328	7.42339	1	11835	0	23	1	-1	2877	90.8	46	43.7328,7.42339
1306674477	15:07:50	43.73264	7.42352	1	9192	8	1	2	0	2899	63	46	43.73264,7.42352
1306674478	15:07:51	43.73258	7.42343	1	9388	54	1	1	1	2911	56.5	46	43.73258,7.42343
1306674479	15:07:52	43.73251	7.42312	1	16048	88	1	1	0	2935	91.2	46	43.73251,7.42312
1306674480	15:07:53	43.73248	7.42285	1	16117	1	8	2	0	2966	93.9	46	43.73248,7.42285
1306674481	15:07:54	43.73254	7.42255	1	14110	34	1	1	1	2983	77.9	46	43.73254,7.42255
1306674482	15:07:55	43.73266	7.42243	1	12675	76	1	0	1	3000	88.1	46	43.73266,7.42243
1306674483	15:07:56	43.73287	7.42228	2	15272	100	1	0	2	3038	132.6	46	43.73287,7.42228
1306674484	15:07:57	43.73331	7.42197	4	16994	100	1	0	1	3091	178.7	46	43.73331,7.42197
1306674485	15:07:58	43.73354	7.42178	4	16663	100	1	0	1	3113	214.5	46	43.73354,7.42178
1306674486	15:07:59	43.73373	7.4216	5	16965	100	1	1	0	3183	236.9	46	43.73373,7.4216
1306674487	15:08:00	43.73494	7.42138	6	16081	100	1	1	1	3259	251.1	46	43.73494,7.42138
1306674488	15:08:01	43.7355	7.4211	7	16675	100	3	2	-1	82	266.3	47	43.7355,7.4211
1306674489	15:08:02	43.7355	7.4211	7	14044	1	56	0	-3	160	244.6	47	43.7355,7.4211
1306674493	15:08:06	0	0	3	17421	100	1	0	1	313	153.6	47	0,0
1306674494	15:08:07	0	0	4	16435	100	1	-1	1	351	192.4	47	0,0
1306674495	15:08:08	0	0	5	17492	100	1	0	1	418	217.5	47	0,0
1306674496	15:08:09	0	0	6	17147	100	1	-2	0	492	239	47	0,0
1306674497	15:08:10	0	0	6	16524	100	1	0	0	544	252	47	0,0
1306674498	15:08:11	43.73827	7.42656	7	15280	100	2	1	-2	626	261.7	47	43.73827,7.42656
1306674499	15:08:12	43.73833	7.42707	7	15209	1	36	-1	-1	678	233	47	43.73833,7.42707
1306674500	15:08:13	43.73812	7.42751	3	14924	2	17	-2	-1	739	176.8	47	43.73812,7.42751
1306674501	15:08:14	43.7384	7.42784	3	13557	10	1	-3	0	786	147.5	47	43.7384,7.42784
1306674502	15:08:15	43.73882	7.42787	3	13615	41	1	-2	0	829	134.7	47	43.73882,7.42787
1306674503	15:08:16	43.73921	7.42763	3	13423	48	1	0	-1	858	139.4	47	43.73921,7.42763
1306674504	15:08:17	43.73935	7.42753	2	14700	2	1	2	0	901	126.8	47	43.73935,7.42753
1306674505	15:08:18	43.73935	7.42753	2	17474	71	1	2	1	939	122.7	47	43.73935,7.42753
1306674506	15:08:19	0	0	3	16673	93	1	1	1	968	143.9	47	0,0
1306674507	15:08:20	0	0	4	17376	100	1	-1	1	1002	175.1	47	0,0
1306674508	15:08:21	0	0	4	13879	0	39	0	-2	1079	174.8	47	0,0
1306674509	15:08:22	0	0	4	13748	0	35	1	-1	1094	133	47	0,0
1306674510	15:08:23	0	0	1	12106	0	10	1	-1	1136	86.8	47	0,0
1306674511	15:08:24	0	0	1	13095	31	1	2	0	1160	74	47	0,0
1306674512	15:08:25	0	0	1	16865	67	1	0	1	1177	85.6	47	0,0
1306674513	15:08:26	0	0	2	13921	23	14	0	-1	1199	115.7	47	0,0
1306674514	15:08:27	43.74042	7.42941	1	11431	0	21	0	-1	1232	87.3	47	43.74042,7.42941
1306674515	15:08:28	43.74028	7.42954	1	7592	0	9	-2	-1	1255	58.7	47	43.74028,7.42954
1306674516	15:08:29	43.74025	7.42971	1	5889	0	2	-1	-1	1266	47.1	47	43.74025,7.42971
1306674517	15:08:30	43.74031	7.42981	1	7497	30	1	-1	0	1279	39.9	47	43.74031,7.42981
1306674518	15:08:31	43.74051	7.42963	1	12441	55	1	0	1	1296	59.1	47	43.74051,7.42963
1306674519	15:08:32	43.74064	7.42946	1	13563	1	14	2	-1	1314	89.7	47	43.74064,7.42946
1306674520	15:08:33	43.74086	7.42938	1	12124	16	1	2	0	1340	79.1	47	43.74086,7.42938
1306674521	15:08:34	43.74098	7.4295	1	15548	51	1	1	1	1357	82.1	47	43.74098,7.4295
1306674522	15:08:35	43.74104	7.42979	2	15112	0	26	1	-1	1388	114.7	47	43.74104,7.42979
1306674523	15:08:36	43.74114	7.43012	1	12378	0	6	2	-1	1418	87.9	47	43.74114,7.43012
1306674524	15:08:37	43.74105	7.43043	1	14860	45	1	1	1	1442	75.9	47	43.74105,7.43043
1306674525	15:08:38	43.74093	7.43048	1	17761	72	1	1	1	1461	88.6	47	43.74093,7.43048
1306674529	15:08:42	43.74012	7.43041	6	17378	100	1	2	0	1648	244.5	47	43.74012,7.43041
1306674530	15:08:43	0	0	7	17386	100	1	3	0	1754	255.3	47	0,0
1306674531	15:08:44	0	0	7	16606	100	1	1	0	1809	262.1	47	0,0
1306674532	15:08:45	0	0	7	17278	100	1	2	0	1896	274.7	47	0,0
1306674533	15:08:46	0	0	7	14807	1	51	1	-3	1955	279.2	47	0,0
1306674534	15:08:47	0	0	7	15455	1	54	0	-3	2026	211	47	0,0
1306674535	15:08:48	0	0	3	15144	0	42	-1	-2	2057	136.3	47	0,0
1306674536	15:08:49	0	0	1	11200	0	2	-1	0	2086	80.6	47	0,0
1306674537	15:08:50	0	0	1	9376	7	1	1	0	2101	66.1	47	0,0
1306674538	15:08:51	0	0	1	14196	52	1	0	1	2121	67.1	47	0,0
1306674539	15:08:52	0	0	1	15012	83	1	-1	1	2137	90.8	47	0,0
1306674540	15:08:53	0	0	3	16046	100	1	0	1	2191	143.9	47	0,0
1306674541	15:08:54	0	0	4	16275	100	1	0	1	2208	172.2	47	0,0
1306674542	15:08:55	0	0	5	15078	35	30	0	-2	2292	212.8	47	0,0
1306674543	15:08:56	0	0	4	14331	3	12	-2	-1	2348	167.8	47	0,0
1306674544	15:08:57	0	0	3	15172	62	1	-2	1	2380	145.3	47	0,0
1306674545	15:08:58	0	0	3	16253	100	1	-2	1	2430	163.2	47	0,0
1306674546	15:08:59	0	0	4	15725	41	2	-2	0	2490	190	47	0,0
1306674547	15:09:00	0	0	4	16025	81	2	-2	1	2529	185.3	47	0,0
1306674548	15:09:01	43.73493	7.42229	4	17128	98	1	1	-1	2591	200.2	47	43.73493,7.42229
1306674549	15:09:02	43.73465	7.4224	4	14676	0	53	0	-2	2612	191.3	47	43.73465,7.4224
1306674550	15:09:03	43.73427	7.42247	2	12849	0	19	2	-1	2660	124.1	47	43.73427,7.42247
1306674551	15:09:04	43.73404	7.42234	1	14438	18	2	-1	-1	2693	95	47	43.73404,7.42234
1306674552	15:09:05	43.7338	7.42224	1	17454	63	1	-1	1	2722	89.1	47	43.7338,7.42224
1306674553	15:09:06	43.73356	7.42232	2	16625	78	1	0	1	2756	112.1	47	43.73356,7.42232
1306674554	15:09:07	43.73322	7.42258	3	17093	100	2	-1	1	2785	154.1	47	43.73322,7.42258
1306674555	15:09:08	43.73298	7.42293	3	15725	0	28	-1	-1	2836	158.4	47	43.73298,7.42293
1306674556	15:09:09	43.73285	7.42323	2	14682	0	31	1	-2	2862	114	47	43.73285,7.42323
1306674557	15:09:10	43.73272	7.42353	1	9399	0	7	2	-1	2888	72	47	43.73272,7.42353
1306674558	15:09:11	43.7327	7.42361	1	11837	46	1	1	1	2907	55.8	47	43.7327,7.42361
1306674559	15:09:12	43.73267	7.42349	1	13674	58	1	1	1	2921	69.3	47	43.73267,7.42349
1306674560	15:09:13	43.73265	7.42318	1	13642	0	22	1	-1	2950	104.3	47	43.73265,7.42318
1306674561	15:09:14	43.73256	7.42277	1	12065	5	2	2	0	2969	82.2	47	43.73256,7.42277
1306674562	15:09:15	43.73261	7.42245	1	16165	61	1	1	1	3002	80.7	47	43.73261,7.42245
1306674563	15:09:16	43.73279	7.42232	2	17764	89	1	0	1	3026	115.1	47	43.73279,7.42232
1306674564	15:09:17	43.73306	7.42215	3	17203	100	1	0	1	3056	155.2	47	43.73306,7.42215
1306674565	15:09:18	43.73348	7.42186	4	17680	100	1	1	1	3115	194.8	47	43.73348,7.42186
1306674567	15:09:20	43.7346	7.42133	6	17487	100	1	1	0	3237	245.7	47	43.7346,7.42133
1306674568	15:09:21	43.73523	7.42117	7	16397	100	1	1	0	54	258.4	48	43.73523,7.42117
1306674569	15:09:22	43.73595	7.42117	7	15218	2	62	0	-3	137	267.6	48	43.73595,7.42117
1306674570	15:09:23	43.73637	7.42125	7	14192	0	63	0	-2	181	198.1	48	43.73637,7.42125
1306674571	15:09:24	43.73647	7.42129	2	12986	2	2	2	0	224	114.9	48	43.73647,7.42129
1306674575	15:09:28	43.73733	7.42333	5	16884	100	1	0	1	395	205.9	48	43.73733,7.42333
1306674576	15:09:29	43.73734	7.42347	6	16373	100	1	0	1	442	227.8	48	43.73734,7.42347
1306674577	15:09:30	43.73734	7.4248	6	17533	100	1	-1	0	518	243.4	48	43.73734,7.4248
1306674578	15:09:31	43.7375	7.42535	7	16182	100	1	2	0	571	253.1	48	43.7375,7.42535
1306674579	15:09:32	43.73778	7.42647	7	15174	0	46	-1	-2	653	259.4	48	43.73778,7.42647
1306674580	15:09:33	43.73793	7.42702	4	14930	0	28	-2	-2	699	202.8	48	43.73793,7.42702
1306674581	15:09:34	43.73829	7.42766	3	13678	1	9	-3	0	770	155.4	48	43.73829,7.42766
1306674582	15:09:35	43.73862	7.4279	3	13236	24	2	-2	0	799	137.5	48	43.73862,7.4279
1306674583	15:09:36	43.73909	7.42786	3	14031	52	1	-2	0	842	134.9	48	43.73909,7.42786
1306674584	15:09:37	43.7394	7.42774	2	15900	0	18	2	-1	872	144.6	48	43.7394,7.42774
1306674585	15:09:38	43.7394	7.42774	2	15249	39	1	3	1	913	124.9	48	43.7394,7.42774
1306674586	15:09:39	0	0	2	15311	85	1	1	1	953	128.2	48	0,0
1306674587	15:09:40	0	0	3	17510	100	1	0	1	984	156.3	48	0,0
1306674588	15:09:41	43.74077	7.42826	4	16720	100	1	-1	0	1020	183.5	48	43.74077,7.42826
1306674589	15:09:42	43.74109	7.42858	4	15946	0	43	0	-2	1078	165	48	43.74109,7.42858
1306674590	15:09:43	43.74128	7.42877	1	14664	0	27	2	-1	1107	111.3	48	43.74128,7.42877
1306674591	15:09:44	43.74131	7.42891	1	11750	1	2	2	-1	1145	79.1	48	43.74131,7.42891
1306674592	15:09:45	43.74131	7.42891	1	14376	44	1	2	1	1169	75.3	48	43.74131,7.42891
1306674593	15:09:46	43.74115	7.42948	2	17809	85	1	-1	1	1188	104.1	48	43.74115,7.42948
1306674594	15:09:47	43.74078	7.42955	2	15630	0	38	0	-2	1226	124.4	48	43.74078,7.42955
1306674595	15:09:48	43.74065	7.42975	1	8667	0	14	-2	-1	1245	71.2	48	43.74065,7.42975
1306674596	15:09:49	43.7406	7.42991	1	6523	0	6	-1	-1	1263	50.5	48	43.7406,7.42991
1306674597	15:09:50	43.74066	7.42997	1	7162	28	1	-1	0	1278	41.5	48	43.74066,7.42997
1306674598	15:09:51	43.74066	7.42997	1	10960	41	1	-1	1	1288	52.6	48	43.74066,7.42997
1306674599	15:09:52	43.74081	7.42962	1	13532	3	12	2	-1	1310	84.8	48	43.74081,7.42962
1306674602	15:09:55	43.7412	7.42975	1	17883	77	1	1	1	1372	92	48	43.7412,7.42975
1306674603	15:09:56	43.74114	7.43003	1	12949	0	15	2	-1	1405	94.4	48	43.74114,7.43003
1306674604	15:09:57	43.74108	7.43026	1	14095	19	1	2	0	1432	80.4	48	43.74108,7.43026
1306674605	15:09:58	43.74085	7.43039	1	14216	61	1	1	1	1458	85.9	48	43.74085,7.43039
1306674606	15:09:59	43.74067	7.43039	2	16654	87	1	0	1	1480	112.3	48	43.74067,7.43039
1306674607	15:10:00	43.74028	7.43034	3	15372	100	1	0	1	1527	158.8	48	43.74028,7.43034
1306674608	15:10:01	43.73996	7.43024	4	16567	100	1	1	0	1567	197	48	43.73996,7.43024
1306674609	15:10:02	43.73984	7.43021	6	16825	100	1	1	1	1662	232.6	48	43.73984,7.43021
1306674610	15:10:03	43.73984	7.43021	6	17846	100	1	3	0	1688	247.9	48	43.73984,7.43021
1306674611	15:10:04	0	0	7	16442	100	1	1	0	1796	260	48	0,0
1306674612	15:10:05	0	0	7	17079	100	1	1	0	1852	268.3	48	0,0
1306674613	15:10:06	0	0	7	17378	100	2	2	-2	1910	279.2	48	0,0
1306674614	15:10:07	0	0	7	15747	1	52	0	-3	1995	254.5	48	0,0
1306674615	15:10:08	0	0	3	14891	0	53	0	-3	2053	166.5	48	0,0
1306674616	15:10:09	0	0	1	12589	1	16	-2	-1	2077	99.7	48	0,0
1306674617	15:10:10	0	0	1	8358	1	17	1	-1	2101	70	48	0,0
1306674618	15:10:11	0	0	1	9661	38	1	1	0	2119	52.1	48	0,0
1306674619	15:10:12	0	0	1	15483	68	1	0	1	2132	72.6	48	0,0
1306674620	15:10:13	0	0	2	16328	85	1	-1	1	2161	106.4	48	0,0
1306674621	15:10:14	0	0	3	17091	100	1	0	1	2175	153.7	48	0,0
1306674622	15:10:15	0	0	4	17566	100	1	0	1	2245	191.8	48	0,0
1306674623	15:10:16	0	0	4	16034	0	44	0	-2	2309	203.6	48	0,0
1306674624	15:10:17	0	0	3	14182	7	1	-3	0	2359	152.6	48	0,0
1306674625	15:10:18	0	0	3	16246	83	1	-2	1	2406	148.8	48	0,0
1306674626	15:10:19	0	0	3	17977	100	1	-1	1	2423	166.9	48	0,0
1306674627	15:10:20	0	0	4	15566	46	2	-3	0	2501	186	48	0,0
1306674628	15:10:21	0	0	4	16748	87	1	1	0	2540	182.9	48	0,0
1306674629	15:10:22	0	0	4	15735	12	38	1	-2	2602	201.2	48	0,0
1306674630	15:10:23	43.73454	7.42243	4	16562	0	43	0	-2	2639	165.2	48	43.73454,7.42243
1306674631	15:10:24	43.73421	7.42245	2	16042	0	8	2	0	2667	114.7	48	43.73421,7.42245
1306674632	15:10:25	43.734	7.4223	1	13262	0	8	1	0	2709	93	48	43.734,7.4223
1306674633	15:10:26	43.73376	7.42223	1	15410	58	1	-1	1	2735	84.5	48	43.73376,7.42223
1306674634	15:10:27	43.73359	7.42232	2	15824	81	1	-1	1	2757	104.8	48	43.73359,7.42232
1306674635	15:10:28	43.73323	7.42261	3	16670	89	1	-2	1	2803	152.2	48	43.73323,7.42261
1306674636	15:10:29	43.73303	7.42289	3	16934	0	24	-1	-1	2836	157.8	48	43.73303,7.42289
1306674637	15:10:30	43.73284	7.42329	1	14173	0	34	1	-1	2863	112.2	48	43.73284,7.42329
1306674638	15:10:31	43.73267	7.42348	1	8995	0	6	2	-1	2890	69.9	48	43.73267,7.42348
1306674639	15:10:32	43.73254	7.42341	1	11673	47	1	1	1	2910	53.3	48	43.73254,7.42341
1306674640	15:10:33	43.73247	7.42325	1	13565	60	1	1	1	2922	67.2	48	43.73247,7.42325
1306674641	15:10:34	43.73241	7.42288	1	13389	1	18	1	-1	2960	99.7	48	43.73241,7.42288
1306674642	15:10:35	43.73244	7.42263	1	12212	8	2	2	0	2978	80.6	48	43.73244,7.42263
1306674643	15:10:36	43.7326	7.4224	1	15741	61	1	1	1	3002	81	48	43.7326,7.4224
1306674644	15:10:37	43.73276	7.42231	2	16264	87	1	0	1	3024	108.6	48	43.73276,7.42231
1306674645	15:10:38	43.73305	7.42216	3	16510	100	1	0	1	3052	149.3	48	43.73305,7.42216
1306674646	15:10:39	43.73339	7.4219	4	17590	100	1	1	1	3108	192.6	48	43.73339,7.4219
1306674647	15:10:40	43.73387	7.42163	5	17848	100	1	1	1	3153	224.1	48	43.73387,7.42163
1306674648	15:10:41	43.73454	7.42135	6	17667	100	1	2	0	3227	245.1	48	43.73454,7.42135
1306674649	15:10:42	43.73531	7.42118	7	16337	100	1	2	1	41	259.7	49	43.73531,7.42118
1306674650	15:10:43	43.73597	7.42118	7	13482	2	58	1	-3	124	266.5	49	43.73597,7.42118
1306674651	15:10:44	43.73644	7.42126	7	14694	0	53	0	-2	188	193.7	49	43.73644,7.42126
1306674655	15:10:47	43.73721	7.42199	2	17174	94	1	0	1	284	123.2	49	43.73721,7.42199
1306674656	15:10:49	43.73722	7.42212	4	17720	100	1	0	1	374	195.7	49	43.73722,7.42212
1306674657	15:10:50	0	0	5	15616	100	1	0	0	443	225.8	49	0,0
1306674658	15:10:51	0	0	6	17233	100	1	-1	0	493	240.6	49	0,0
1306674659	15:10:52	0	0	7	16137	100	3	2	0	572	254.7	49	0,0
